loan_amnt,int_rate,grade,emp_title,emp_length,home_ownership,annual_inc,loan_status,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc
12000,9.49,B,Deputy,10+ years,MORTGAGE,140000,Fully Paid,7.1,Mar-98,9,0,13473,68,17
5100,9.17,B,Software Support,< 1 year,RENT,36000,Charged Off,14.13,Jan-02,5,1,9603,84,28
16000,18.99,E,LOSS MITIGATION,10+ years,MORTGAGE,47000,Charged Off,22.8,Nov-97,14,0,20826,70.8,32
6100,15.61,D,Teacher,10+ years,MORTGAGE,70000,Fully Paid,28.17,Dec-94,9,1,3535,28.1,42
34000,15.8,C,SCIO Management Solutions,3 years,RENT,92000,Fully Paid,14.56,Dec-99,12,1,9814,25.5,47
35000,17.86,D,USMS,10+ years,MORTGAGE,109000,Charged Off,9.29,Sep-03,8,0,21698,76.1,26
3000,13.11,B,Industrial Timber & Lumber,7 years,MORTGAGE,26000,Fully Paid,5.08,Dec-07,7,0,3588,40.3,11
8000,9.17,B,Cardiac Technician,10+ years,RENT,42000,Fully Paid,10.32,Oct-86,8,0,5562,21.2,13
10000,7.9,A,CRITERION TOOL,9 years,MORTGAGE,60000,Fully Paid,19.88,Oct-96,14,0,30928,26.6,27
4000,15.61,D,asst.manager,6 years,RENT,34200,Charged Off,29.51,Aug-85,12,0,3497,40.7,21
3000,15.88,C,pentair  inc,10+ years,MORTGAGE,75000,Fully Paid,26.91,Apr-78,12,0,26501,83.3,36
5900,24.5,F,,,OWN,33000,Charged Off,22.51,Jun-87,7,1,7896,95.1,15
21000,22.95,F,magruder construction,6 years,RENT,80000,Charged Off,21.3,Oct-05,11,0,14508,44.8,15
18000,18.49,D,Buffalo Communications,2 years,RENT,64000,Fully Paid,20.72,Sep-92,11,0,16704,55.7,14
5000,10.99,B,Administrative,1 year,OWN,35000,Fully Paid,19.55,Jan-02,10,1,3438,25.8,31
12600,11.99,B,back up lean,9 years,MORTGAGE,46000,Fully Paid,11.74,Sep-01,10,0,14764,60.5,14
24000,17.86,D,Systems Engineer,4 years,MORTGAGE,85000,Fully Paid,13.34,Dec-00,20,0,17422,74.1,60
5925,14.33,C,metro recycling,10+ years,MORTGAGE,51500,Fully Paid,15.24,Dec-97,7,0,3599,81.8,32
12000,5.32,A,Solution Architect,10+ years,MORTGAGE,200000,Fully Paid,7.89,Apr-97,11,0,19770,56,32
21000,14.46,C,Sr Systems Engineer,10+ years,MORTGAGE,114000,Fully Paid,24.83,Sep-90,21,0,38492,71.3,38
12000,8.67,B,TEACHER,10+ years,RENT,66000,Fully Paid,8.75,Oct-02,5,1,731,6.6,20
20350,21.15,E,NC Dept Sec of State Securities Div.,6 years,MORTGAGE,57000,Charged Off,24.04,Jan-96,11,0,36541,86,41
7500,10.16,B,,,MORTGAGE,32000,Fully Paid,9.56,Jan-96,9,0,6171,33.2,24
25000,16.29,C,Duke University School of Law,5 years,MORTGAGE,76500,Charged Off,21.88,Jun-95,14,1,17882,53.7,25
6000,11.53,B,Head counselor,10+ years,MORTGAGE,80000,Fully Paid,12.69,Nov-86,14,0,38634,75.6,42
24000,7.62,A,"Director, Solution Engineering",6 years,RENT,230000,Fully Paid,9.51,Mar-03,8,0,32189,39.2,20
12825,18.25,D,ward clerk,6 years,RENT,34000,Fully Paid,21.43,Nov-03,14,0,5671,93,22
19125,12.12,B,Jefferson Hospital,10+ years,MORTGAGE,94000,Fully Paid,17.16,Mar-91,16,0,14832,65.3,30
14725,19.99,E,,,MORTGAGE,64800,Charged Off,21.94,May-02,7,0,7109,91.1,15
18000,7.9,A,RN,8 years,MORTGAGE,100000,Fully Paid,17.28,Apr-96,14,0,29818,55.8,47
29000,18.25,D,IT Support Specialist,3 years,MORTGAGE,58000,Fully Paid,20.28,Feb-00,11,0,11659,43.5,30
10925,25.88,F,Dealer,4 years,RENT,48000,Fully Paid,18.55,Aug-91,12,0,2935,12.5,16
5250,20.31,D,Everbrite Electronics,10+ years,MORTGAGE,29000,Charged Off,29.35,Jun-02,5,0,4889,65.2,16
15000,10.64,B,TSYS,< 1 year,RENT,67000,Fully Paid,20.45,Feb-97,7,0,11920,37.8,29
16775,6.24,A,Executive Assistant to the CEO,2 years,RENT,107500,Fully Paid,7.1,Mar-96,8,0,12837,50.5,12
7500,9.49,B,Owner operator,8 years,MORTGAGE,50000,Fully Paid,15.12,Nov-03,11,1,4603,30.1,14
6000,13.66,C,ASSISTANT CONSULTANT,8 years,RENT,67400,Fully Paid,9.27,Oct-10,5,0,5418,45.9,16
5000,14.09,B,CHARLESTOWN COMMUNITY INC.,< 1 year,RENT,52000,Fully Paid,5.95,Sep-03,5,0,7523,88.5,10
8400,14.33,C,Berry Petroleum Company,4 years,MORTGAGE,75000,Charged Off,19.1,Feb-04,9,0,7008,60.4,28
11000,11.14,B,America's tire co.,7 years,RENT,53000,Fully Paid,4.51,Jul-07,4,0,6981,36.4,6
8000,7.49,A,I & I Software,4 years,RENT,72000,Fully Paid,1.48,Jun-07,7,0,2319,10.9,12
24000,16.55,D,Teacher,8 years,RENT,70000,Fully Paid,12.89,Feb-99,16,0,12976,68.3,29
15000,18.25,D,Catholic Healthcare West,10+ years,MORTGAGE,66000,Fully Paid,8.49,Jan-88,10,0,17258,89.1,28
6000,5.79,A,nelco products,10+ years,RENT,70000,Fully Paid,3.5,Jul-99,4,0,2166,12.8,17
4000,7.62,A,Curriculum Developer,10+ years,MORTGAGE,65000,Charged Off,11.1,Sep-94,23,1,2008,7.8,53
6000,6.62,A,Cambridge Systematics,2 years,RENT,69000,Fully Paid,6.16,Nov-00,8,0,4274,11.4,15
6000,9.75,B,Facilities Team leader ,10+ years,RENT,65000,Fully Paid,16.8,Jun-02,10,0,4140,31.4,15
11200,11.14,B,atlantic tomorrowsoffice,5 years,MORTGAGE,58000,Fully Paid,19.55,Nov-98,9,0,23116,57.4,18
10500,25.99,G,,6 years,RENT,126360,Fully Paid,1.7,Nov-96,6,0,5410,23.4,9
12000,13.98,C,Quality Associate II,10+ years,MORTGAGE,75580,Fully Paid,28.04,Jun-95,35,0,12181,31.3,87
35000,12.12,B,Intel Corporation,10+ years,MORTGAGE,128000,Fully Paid,3.36,May-99,6,0,22971,48.4,31
15000,10.49,B,Maintenance Man,10+ years,MORTGAGE,100000,Fully Paid,13.28,Apr-13,6,0,13422,68.8,6
22000,10.99,B,State of Arizona DES,10+ years,MORTGAGE,64500,Fully Paid,13.86,May-95,13,0,23783,74.6,22
10000,10.99,B,Professor,3 years,RENT,55000,Fully Paid,20.25,Jan-04,24,0,6469,58.8,61
32000,7.89,A,Direector,10+ years,MORTGAGE,103000,Fully Paid,14.59,Mar-04,10,0,4718,13.7,37
10000,5.32,A,Workforce Optimization Specialist ,3 years,MORTGAGE,46000,Fully Paid,10.84,May-93,13,0,4761,5.2,34
20675,14.09,B,L&L STAFFING & HOME CARE,7 years,MORTGAGE,47000,Fully Paid,33.8,Mar-02,20,0,31411,68.9,36
4800,18.55,D,Automotive Tech,6 years,RENT,23000,Fully Paid,28.49,Sep-00,6,0,16826,79.4,12
19200,12.12,B,CVS Caremark,< 1 year,MORTGAGE,145000,Fully Paid,9.91,Sep-95,6,0,1053,9.3,27
15600,12.59,C,Teacher,10+ years,MORTGAGE,60000,Fully Paid,28.98,Nov-94,15,0,8771,35.2,38
11000,7.69,A,Wholesale Market Analyst,4 years,MORTGAGE,85000,Fully Paid,12.29,Aug-06,12,0,10707,51.5,28
22000,7.62,A,Team Leader,10+ years,MORTGAGE,50000,Fully Paid,11.91,May-92,12,0,22614,40.7,21
3600,16.49,D,LPN,2 years,RENT,65000,Fully Paid,24.46,Oct-01,5,4,2933,97.8,16
10000,13.66,C,Owner,1 year,MORTGAGE,41000,Charged Off,28.25,Nov-90,8,1,4395,29.9,31
35000,19.97,D,Manager,2 years,RENT,141000,Charged Off,19.81,Sep-94,11,0,29938,78.8,28
9600,12.99,B,Audiologist,6 years,MORTGAGE,81282,Fully Paid,15.56,Jun-95,9,0,34312,75.9,19
21100,13.67,C,Solar energy consultant ,< 1 year,RENT,60000,Fully Paid,24.96,May-89,16,0,19683,50.3,25
18300,9.17,B,Payroll Specialist,< 1 year,RENT,49000,Fully Paid,28.2,Nov-91,15,0,24955,43.2,30
18000,8.9,A,Planning Technician,8 years,RENT,70000,Fully Paid,16.5,Oct-99,12,0,3252,12.5,37
18000,10.99,B,Financial Controller,3 years,MORTGAGE,72000,Charged Off,20.17,Mar-00,11,1,17556,66,19
4475,16.99,D,,,MORTGAGE,42000,Fully Paid,15.11,Jun-00,6,1,1966,59,13
10000,10.64,B,Wauconda care,6 years,MORTGAGE,30000,Fully Paid,23.96,Oct-07,10,0,4474,38.2,13
10850,17.57,D,Teacher,10+ years,RENT,83381,Fully Paid,10.22,Feb-93,16,1,10430,62.5,41
24925,23.1,E,Counselor,8 years,MORTGAGE,81000,Charged Off,26.36,Sep-94,19,0,23775,75.2,48
10950,24.08,F,Accounting/Finance,6 years,RENT,45000,Charged Off,16.13,Jun-87,10,0,16780,78.4,20
13600,12.49,B,District Supervisor,10+ years,RENT,43000,Fully Paid,26.88,Oct-02,10,0,11076,33.4,24
2400,12.12,B,REDC Default Solutions,1 year,RENT,48000,Charged Off,5.93,Apr-04,8,0,1188,74.2,18
10000,8.9,A,Progressive,1 year,RENT,29567,Charged Off,14.89,Oct-02,9,0,14670,39.2,19
10100,13.98,C,Financial Aid ,1 year,MORTGAGE,70000,Fully Paid,9.39,Jan-06,10,0,2884,56.5,16
10625,6.03,A,CDM Smith,8 years,MORTGAGE,94000,Fully Paid,15.38,Feb-98,10,0,13096,54.3,17
7500,17.27,C,Dennis Banks Construction.,6 years,RENT,65000,Fully Paid,20.75,Jan-93,9,1,4834,44.8,36
10000,6.54,A,Move inc,9 years,MORTGAGE,78000,Fully Paid,15.38,Jan-95,11,0,4573,51.4,20
27000,6.49,A,Attorney,3 years,MORTGAGE,103000,Fully Paid,18.96,Oct-81,7,0,44564,83,18
15000,14.16,C,zone manager,10+ years,MORTGAGE,65000,Fully Paid,6.43,Jan-99,15,0,22329,31.3,23
21000,12.35,B,LVMPD,10+ years,MORTGAGE,90000,Fully Paid,28.95,Jan-97,15,0,24332,44.4,43
5000,12.29,C,Financial Sales Representative,< 1 year,MORTGAGE,55000,Fully Paid,32.42,Dec-04,18,1,15083,38.2,35
12000,10.99,B,Operations,< 1 year,RENT,75000,Fully Paid,19.22,Sep-01,20,0,28978,48.1,40
8000,7.62,A,Database Administrator,< 1 year,RENT,70000,Charged Off,19.84,Nov-01,27,0,6223,39.6,49
8400,6.39,A,Teacher,9 years,MORTGAGE,70272,Fully Paid,29.71,Jul-02,12,2,9816,45.7,36
9900,11.67,B,Officer CBPO,7 years,MORTGAGE,100000,Fully Paid,16.32,Oct-93,9,0,15156,94.1,22
35000,12.29,C,Quality Assurance,10+ years,MORTGAGE,84000,Fully Paid,16.71,Feb-81,9,0,34903,85.3,27
7000,8.19,A,TRUCK DRIVER,2 years,RENT,54000,Fully Paid,17.84,Jul-05,13,1,5304,18.9,35
9000,13.67,C,Merchandiser,< 1 year,RENT,27000,Charged Off,33,Feb-04,25,0,25020,82.6,28
8000,11.67,B,Data Center Operator,8 years,RENT,60000,Fully Paid,21.88,Dec-00,12,0,15237,36,22
35000,9.99,B,Aviation Mail Security Specialist,10+ years,MORTGAGE,99766,Fully Paid,22.42,Dec-76,25,0,50141,26.5,41
5000,11.99,B,Customer Service Representative,5 years,MORTGAGE,38000,Fully Paid,15.79,May-01,8,0,11509,60.6,23
17375,12.85,B,Mechanic,7 years,RENT,77000,Fully Paid,4.94,Nov-87,13,0,8656,19.9,34
4400,11.71,B,manor-care,5 years,RENT,38000,Fully Paid,7.86,Oct-06,7,0,6363,57.3,9
21000,16.29,D,Product Support Manager,2 years,RENT,140000,Fully Paid,19.41,May-88,11,0,13140,55.2,16
26000,15.59,D,Assistant Director,10+ years,RENT,157000,Fully Paid,15.01,Sep-95,15,1,12910,53.8,46
3850,6.03,A,,,MORTGAGE,31200,Fully Paid,16.04,Oct-96,7,0,2973,7.8,9
6000,11.99,B,Footbridge Media,< 1 year,RENT,30000,Fully Paid,4.88,Mar-95,3,0,3040,60.8,11
12000,11.99,B,,10+ years,MORTGAGE,60000,Charged Off,11.4,Sep-01,10,0,17186,78.1,14
10000,12.21,B,,5 years,MORTGAGE,75000,Fully Paid,11.02,Jun-93,9,0,9484,83.9,29
20000,12.12,B,Verizon wireless,10+ years,MORTGAGE,84000,Fully Paid,19.33,Aug-94,8,0,19276,54.5,26
7000,20.2,E,Res. Manager,10+ years,MORTGAGE,45000,Fully Paid,22.24,Jun-98,10,0,31103,66.3,25
2000,7.9,A,Mathematics Instructor,10+ years,OWN,72000,Fully Paid,26.58,Mar-95,10,0,17700,36.1,23
14000,15.61,C,Software Engineering Manager,10+ years,RENT,250000,Fully Paid,14.55,Jan-94,12,0,13122,43.5,34
5000,13.98,C,mgt,6 years,RENT,36000,Fully Paid,31.9,Nov-03,18,0,4112,13.3,30
24000,8.39,A,IT Director,3 years,MORTGAGE,125000,Fully Paid,15.8,Aug-09,17,0,12751,28.8,26
15000,15.61,C,CNC profile grinder opp.,4 years,MORTGAGE,57000,Fully Paid,13.24,Aug-00,8,0,1373,20.8,26
9800,9.17,B,Union Laborer,6 years,MORTGAGE,55920,Fully Paid,9.03,May-02,9,1,5461,69.1,15
3600,19.52,D,lagarza,< 1 year,MORTGAGE,55000,Fully Paid,4.08,Nov-01,8,0,6615,40.6,12
8725,18.25,D,Crowne Plaza Hotel,2 years,RENT,30000,Fully Paid,10.89,Dec-04,7,0,6493,55,10
11500,15.31,C,VDOT ,1 year,RENT,35000,Fully Paid,27.12,Apr-08,8,0,3656,46.9,13
12000,9.17,B,Director ,6 years,RENT,115000,Fully Paid,9.97,Jul-00,5,0,7316,44.6,17
15000,7.9,A,US Food and Drug Administration,6 years,MORTGAGE,82359,Fully Paid,10.93,Apr-05,6,0,17657,70.8,14
6000,18.25,D,reliant imaging,3 years,RENT,35000,Fully Paid,25.89,Mar-07,10,1,8016,63.6,12
7000,6.62,A,Stericycle,6 years,RENT,33000,Fully Paid,7.45,May-96,6,0,6700,30.3,15
8400,16.29,D,Student Relations Clerk,9 years,OWN,23500,Charged Off,38.1,Jan-94,19,1,10311,85.2,45
14075,19.05,D,Apple,3 years,OWN,36000,Fully Paid,12.93,Dec-00,12,0,9079,70.4,16
38225,25.69,F,general manager,3 years,MORTGAGE,320000,Fully Paid,16.61,Jan-06,21,1,47806,28.2,77
21250,19.89,E,veterinary technician ,10+ years,RENT,75000,Fully Paid,18.25,Jan-93,23,0,14073,38.6,36
7475,15.61,D,Case Coordinator,< 1 year,RENT,41600,Charged Off,24.58,Aug-96,13,0,7969,41.7,19
11000,8.9,A,University California Berkeley,5 years,RENT,80000,Fully Paid,11.34,Apr-86,10,1,6568,32.2,18
16450,12.99,B,Project Manager,1 year,MORTGAGE,103686,Fully Paid,10.3,Aug-97,23,0,9924,51.4,29
7400,10.16,B,Burbank Unified Schools,5 years,RENT,28000,Fully Paid,24.17,May-83,11,0,19061,31.9,17
5300,18.92,D,mechanic,1 year,RENT,40000,Charged Off,16.71,Dec-09,8,1,4390,55.6,13
10000,16.02,D,Adil System,1 year,RENT,48000,Fully Paid,16.2,Aug-04,7,0,5301,96.4,10
18900,15.61,C,Secretary,9 years,RENT,43000,Charged Off,22.19,Feb-03,10,0,2119,17.2,43
12000,15.59,C,Coach operator,10+ years,MORTGAGE,56000,Fully Paid,19.8,Jul-93,11,0,10580,59.8,17
35000,18.84,E,Programmer,5 years,MORTGAGE,144000,Fully Paid,15.15,May-93,13,1,5213,24,25
10000,12.69,C,Commercial Acct Manger,1 year,MORTGAGE,58000,Fully Paid,13.64,Mar-99,23,0,13739,47.5,42
15000,12.99,C,TEAM LEADER,10+ years,RENT,35000,Fully Paid,24.01,Oct-98,8,1,5187,75.2,22
28000,15.22,C,Cardinal Health,6 years,RENT,78000,Fully Paid,30.31,Apr-89,14,0,28712,77.4,31
10000,9.49,B,bistro attendant/restaurant,10+ years,MORTGAGE,33000,Charged Off,7.83,Oct-06,5,0,3759,45.8,12
33825,20.99,E,,,MORTGAGE,77000,Fully Paid,20.18,Sep-90,10,0,27466,88.3,24
35000,23.43,F,software engineer,8 years,RENT,120000,Charged Off,9.45,Apr-96,17,0,11971,71.3,36
10475,12.29,C,Traffic technician,5 years,RENT,60000,Fully Paid,10.88,May-05,8,0,7928,31.1,15
15000,11.14,B,Ecolab,10+ years,MORTGAGE,50000,Fully Paid,15.26,Feb-96,15,0,21081,54.5,33
20000,17.57,D,Networking Analyst ,2 years,MORTGAGE,56000,Fully Paid,8.87,Jul-09,6,0,7638,54.6,12
35000,14.3,C,,,MORTGAGE,180000,Fully Paid,19.95,Sep-75,24,0,60587,42.8,45
32000,24.08,F,Detention/Transportation Officer,5 years,RENT,96000,Charged Off,19.04,Jan-01,9,0,3795,48.7,29
16925,6.49,A,Machinist,5 years,MORTGAGE,44208,Fully Paid,24.05,Jul-02,8,0,19406,44.4,17
5000,11.53,B,,,MORTGAGE,90000,Fully Paid,8.5,Apr-78,19,0,4772,14.5,54
14500,12.99,B,Supervisor,10+ years,MORTGAGE,55000,Fully Paid,4.71,Sep-05,10,1,9143,59.8,16
24000,17.1,C,Business Systems Analyst,1 year,RENT,105000,Fully Paid,11.89,Jul-99,8,0,34484,74.8,32
10000,14.99,C,Supervisor,6 years,MORTGAGE,32000,Charged Off,28.13,Dec-04,11,0,2881,22.9,16
5225,16.55,D,Material Handler,< 1 year,MORTGAGE,31000,Charged Off,24.39,Sep-01,7,0,22264,84.3,13
16225,21.98,E,SIH,2 years,OWN,70000,Charged Off,18.72,Jun-01,13,0,23133,70.1,26
24000,6.03,A,EmCare,1 year,MORTGAGE,100000,Fully Paid,29.42,Feb-98,18,0,28739,73.7,42
12000,10.99,B,Engineer,10+ years,MORTGAGE,206000,Fully Paid,9.71,Dec-92,11,0,22231,84.2,27
5000,12.39,C,Lead Mechanic,10+ years,MORTGAGE,65000,Fully Paid,14.79,Mar-00,11,3,1660,13.1,38
5000,11.67,B,Quality Control,10+ years,MORTGAGE,42000,Fully Paid,7.83,Oct-98,6,0,11436,73.3,8
10000,18.24,D,Truck driver,8 years,OWN,65000,Fully Paid,10.86,May-06,4,0,4160,83.2,9
35000,20.49,E,Communications Technician,10+ years,MORTGAGE,75000,Fully Paid,23.01,Aug-00,14,0,36666,84.3,29
28000,17.14,D,truck driver,10+ years,MORTGAGE,120000,Charged Off,26.39,Jun-99,17,0,42728,69.8,27
34375,17.76,D,Employment Program Rep,10+ years,MORTGAGE,210000,Fully Paid,15.73,Aug-84,26,0,34846,62.8,58
1600,12.69,B,Scruffy Duck,7 years,RENT,32000,Charged Off,17.18,Sep-05,6,0,2225,79.5,10
10000,16.99,D,Contract Analyst,2 years,MORTGAGE,50000,Fully Paid,23.09,Jun-03,13,0,11187,72.2,17
16000,21.49,E,Interstate Energy dba Como Oil & Propane,10+ years,MORTGAGE,40467.36,Fully Paid,13.82,Dec-99,10,0,20457,81.2,20
16000,12.29,C,Project Manager,5 years,MORTGAGE,155000,Fully Paid,12.54,Mar-00,18,0,45617,76.8,43
10000,13.66,C,Sales Manager,< 1 year,MORTGAGE,105000,Fully Paid,7.99,Oct-96,15,0,5498,7.4,32
8000,6.92,A,Sales,7 years,MORTGAGE,43000,Fully Paid,5.69,Oct-01,6,1,5752,60.5,10
4000,17.57,D,cna,2 years,MORTGAGE,20000,Charged Off,30.79,Nov-10,9,0,6336,58.1,9
10000,9.17,B,Owner,< 1 year,RENT,62672,Fully Paid,16.37,Jun-98,7,1,3000,27,36
12000,8.18,B,interventional technologist,8 years,MORTGAGE,70000,Fully Paid,4.42,Mar-05,7,0,11446,97,22
2900,17.27,C,,,RENT,27464,Fully Paid,15.42,Apr-97,5,0,5350,84.9,15
35000,14.54,D,Polaris Group,2 years,RENT,145000,Fully Paid,25.09,Jun-94,5,0,44422,68.6,22
35000,14.99,C,Fire Support Officer,10+ years,MORTGAGE,115000,Fully Paid,32.9,Jul-93,28,0,45079,58.4,63
5000,9.99,B,State of Alabama,10+ years,MORTGAGE,75000,Fully Paid,13.1,May-92,8,0,20210,70.4,20
6075,10.16,B,Providence Baptist Church,10+ years,MORTGAGE,32000,Fully Paid,16.2,Jul-99,10,0,4193,62.6,27
35000,13.98,C,SSA - ODAR - Group Supervisor,10+ years,OWN,101807,Fully Paid,11.22,Jan-83,19,0,3335,6.1,39
7200,8.67,B,Senior Security Analyst,< 1 year,RENT,120000,Fully Paid,9.28,Mar-89,12,3,7041,46,33
14550,20.49,E,KSL Media,1 year,RENT,55000,Fully Paid,19.18,Nov-99,18,0,16414,58.4,49
3300,15.1,C,Driver/Sales Representative,< 1 year,RENT,52000,Fully Paid,16.52,Dec-06,15,0,3353,74.5,19
8000,12.12,B,Wingfoot (Goodyear) Commercial Tire Sys,9 years,MORTGAGE,70000,Charged Off,17.33,Nov-96,8,1,5282,50.8,15
26250,18.92,D,DIRECTOR,7 years,MORTGAGE,82000,Fully Paid,26.97,Oct-93,11,0,35781,93.2,22
5000,9.17,B,,,RENT,37200,Fully Paid,28.58,Nov-93,7,0,2302,29.5,28
10000,7.62,A,Truck Driver,10+ years,MORTGAGE,65000,Fully Paid,11.07,May-93,14,0,6190,16.2,25
15000,6.03,A,IT Consultant (Developer/Analyst),8 years,MORTGAGE,146000,Fully Paid,7.76,Nov-86,19,0,7292,5.9,38
16000,14.99,C,Supervisor,9 years,OWN,53000,Fully Paid,15.4,Sep-01,10,0,17436,53,14
20000,6.62,A,IBM,10+ years,MORTGAGE,96299,Fully Paid,16.84,Feb-85,10,0,30092,72.7,27
7500,8.94,A,Consumertrack,1 year,RENT,50000,Fully Paid,21.55,Sep-01,8,0,7356,28.3,14
2400,9.99,B,Investigtor,2 years,MORTGAGE,95000,Charged Off,31.53,Apr-94,13,0,44148,84.1,36
3000,12.35,B,Joy Global,10+ years,MORTGAGE,92000,Fully Paid,10,Aug-85,15,0,8740,31.3,32
9000,10.74,B,The cheesecake factory ,7 years,RENT,50000,Fully Paid,15.55,Aug-00,4,0,9591,61.1,7
12175,15.88,C,Memorial Hermann,3 years,RENT,50000,Fully Paid,24.14,Oct-06,16,0,7709,41,23
10000,16.99,D,Warehouse Manager,2 years,RENT,60000,Charged Off,9.6,Jul-02,6,0,0,0,10
7000,9.17,B,manager,6 years,OWN,46752,Fully Paid,12.4,Oct-00,8,0,2735,35,27
5000,9.07,A,Crowe Capital Markets,< 1 year,RENT,85000,Fully Paid,5.46,May-00,15,0,6528,14.3,32
7025,12.88,C,Carpenter,10+ years,MORTGAGE,180000,Fully Paid,1.38,Feb-06,4,0,0,0,12
20000,13.11,B,Kraft Foods,10+ years,MORTGAGE,54000,Fully Paid,32.09,Oct-93,19,0,42694,62,37
22500,8.9,A,Executive Director,10+ years,MORTGAGE,155000,Fully Paid,13.65,Mar-82,17,0,48554,75.4,42
16000,10.99,B,Systems Engineer,3 years,RENT,70000,Charged Off,28.68,Aug-05,14,0,20456,81.8,19
8000,12.59,C,bus driver,10+ years,RENT,45000,Fully Paid,18.11,Oct-08,10,1,1984,8.3,40
7200,13.98,C,,,MORTGAGE,29000,Fully Paid,34.85,Jun-84,22,0,29970,44.3,46
7200,9.17,B,Wildlife Management,5 years,MORTGAGE,35000,Fully Paid,10.49,Jul-06,6,0,10827,37.6,11
15000,13.11,B,School District of Philadelphia,4 years,RENT,58000,Fully Paid,21.46,Jun-86,12,0,19782,77.3,27
8000,15.23,C,URS,1 year,RENT,90000,Fully Paid,15.44,Apr-90,11,0,33723,85.6,22
14000,14.49,C,Accountant,10+ years,MORTGAGE,61000,Fully Paid,22.6,Jun-03,12,0,14810,81.4,18
12000,6.99,A,,,MORTGAGE,52000,Charged Off,18.97,May-76,21,0,19884,10.7,35
21725,13.49,C,Waste Management,6 years,MORTGAGE,51600,Charged Off,23.23,Nov-90,11,0,34046,84,26
15000,20.31,D,snohomish county public utility,10+ years,MORTGAGE,72000,Fully Paid,7.47,Jun-96,7,1,8371,57.3,22
24000,14.49,C,Dispatcher,< 1 year,MORTGAGE,60000,Fully Paid,28.02,Jun-01,13,0,19566,50.6,42
6000,14.16,C,General Manager,10+ years,RENT,70000,Fully Paid,2.4,May-01,8,1,5033,46.2,26
15000,11.55,B,americold logistics,6 years,MORTGAGE,52000,Fully Paid,16.52,Mar-03,6,0,13658,62.7,17
20000,5.32,A,Claim Manager,10+ years,RENT,180000,Fully Paid,19.47,Oct-95,14,0,44510,66,39
10000,10.15,B,supervisor,10+ years,MORTGAGE,96000,Charged Off,11.31,Oct-94,5,1,9822,83.9,14
35000,13.66,C,"SVP, Global Marketing",6 years,MORTGAGE,225000,Fully Paid,21.57,Apr-90,18,0,60112,74,29
10000,17.77,D,Mayer Brown LLP,10+ years,OWN,88000,Charged Off,21.9,Aug-97,11,1,12328,72.5,31
5000,14.16,C,Rural Carrier,8 years,OWN,55750,Fully Paid,3.21,Sep-04,3,0,5752,73.7,4
8125,16.49,D,,,OWN,26400,Fully Paid,30.41,Sep-79,11,1,3400,43.6,23
15050,18.2,E,Program Manager,9 years,RENT,122000,Fully Paid,23.97,Sep-01,16,0,7888,31.7,38
14400,13.33,C,Division Operations Manager,< 1 year,MORTGAGE,150000,Fully Paid,12.1,Feb-98,11,0,13991,53.8,27
28000,7.49,A,Medical Director,5 years,MORTGAGE,190000,Fully Paid,8.94,Nov-91,11,2,41291,46.7,25
18000,17.57,D,Assistant manager,9 years,MORTGAGE,50000,Charged Off,15.72,Jan-97,10,0,25142,81.4,41
18000,16.99,D,Manager,3 years,RENT,60000,Fully Paid,17.38,Jun-07,9,0,5051,37.1,17
14000,6.99,A,Bus Operator,10+ years,RENT,92000,Fully Paid,11.86,Jun-96,11,1,3127,29,39
21000,11.99,B,AVP,7 years,MORTGAGE,150000,Charged Off,16.31,Apr-95,20,0,70859,68.8,50
22000,13.35,C,,,MORTGAGE,65000,Charged Off,27.86,Sep-94,13,0,27069,56,40
15000,6.62,A,Lead Instructor,5 years,RENT,60000,Fully Paid,23.9,Apr-98,9,0,14167,70.5,28
5000,7.88,A,Howell Police,10+ years,MORTGAGE,70000,Charged Off,16.61,Sep-87,18,0,19771,45.1,53
15775,13.98,C,maintance tech,9 years,RENT,36000,Charged Off,23.23,Jun-04,8,0,11742,75.3,12
4500,10.16,B,Department of the Navy,< 1 year,MORTGAGE,87000,Charged Off,20.06,Apr-04,11,0,8178,68.1,23
24000,7.9,A,BAE Systems,3 years,MORTGAGE,99000,Fully Paid,14.27,Jun-00,15,0,12874,23.8,25
24000,12.69,C,accounting manager,10+ years,MORTGAGE,98000,Fully Paid,36.35,Apr-84,14,0,70704,71,30
6950,15.61,C,Baptist Health System,10+ years,MORTGAGE,74500,Fully Paid,9.42,Sep-04,8,0,23177,69.6,16
15000,8.19,A,General manager,10+ years,OWN,105000,Fully Paid,6.89,Aug-02,11,0,9395,31.7,27
2400,10.59,B,Grand Casino,6 years,MORTGAGE,33280,Fully Paid,10.37,Jan-00,14,0,5183,51.3,31
10400,12.99,B,truck driver,10+ years,RENT,56000,Fully Paid,22.87,Jan-01,16,0,24161,57.7,34
35000,21,E,Kraft foods ,10+ years,MORTGAGE,80500,Charged Off,11.76,Jun-00,10,0,15329,65.8,19
16000,9.71,B,Law firm,< 1 year,OWN,90000,Fully Paid,10.6,Jun-87,13,0,18970,35.7,25
10000,14.31,C,Service Car Detail,10+ years,MORTGAGE,28800,Charged Off,32.88,Feb-02,14,0,18390,60.9,22
10000,10.99,B,firefighter,2 years,MORTGAGE,60000,Charged Off,21.14,Nov-10,11,0,7522,46.4,15
